x,y
5.768279791782483512e-01,-5.289568885075802029e+00
1.167259241549001292e-02,-7.369055241623946984e+00
6.221691627199869151e-02,-9.075117541806754673e+00
1.604231467338236572e-01,-7.532542048533950485e+00
5.364074530208434027e-02,-8.251686192305001555e+00
3.968678711585819641e-01,-8.523590232030736402e+00
2.674860010325498250e-01,-7.191575916929436652e+00
3.562730692205912097e-01,-8.397608489020448985e+00
3.589564970081049466e-01,-7.553345690958056302e+00
8.580637194776183363e-02,-6.945468353193280819e+00
4.654779978716377248e-02,-9.277827513057825826e+00
1.613414898311451087e-02,-8.293245594554532474e+00
6.773786822293158538e-01,-4.034852263291563546e+00
1.309746240670373874e-01,-7.224902303676329574e+00
2.600873270844323848e-01,-7.641216815966756393e+00
3.729595790326946103e-01,-7.615558698322926645e+00
6.218166483687559420e-01,-6.698999100173411492e+00
2.285079022825227957e-01,-7.485339658294383192e+00
3.151644249893197913e-01,-6.584070093367099474e+00
5.117216417965786412e-01,-4.949532703353490604e+00
3.813550955210630033e-01,-8.200592938415994126e+00
1.621251043105459422e-01,-8.114757664509097523e+00
2.109225868618486988e-01,-5.971299403923809201e+00
3.216252373298632561e-01,-7.825825460158889690e+00
1.615892657783812580e-01,-8.031981105954706379e+00
3.879788688176563638e-01,-6.301971063473206236e+00
1.878319383752486693e-01,-7.313003865863180408e+00
8.925105168805363975e-02,-7.789624004020903492e+00
8.009161216994557797e-02,-8.238711977060562575e+00
1.904764453438869895e-02,-8.366771671932726306e+00
5.805702205521026671e-02,-9.730274705241399147e+00
5.645437915205757662e-01,-7.101442521212427472e+00
6.991177899665021629e-03,-6.596390237140218993e+00
8.155201059113718898e-02,-5.628074353084160819e+00
2.871744149669460122e-01,-7.586726830948276046e+00
3.829718196343388087e-02,-7.733798171418795775e+00
5.634473015832505011e-02,-8.915203798743084107e+00
5.569296810702120126e-01,-7.264956852942155763e+00
3.321758999945143009e-01,-8.271485042686984812e+00
3.416632064072153696e-01,-8.603864882720243301e+00
4.700709617155773151e-02,-8.766614124139410436e+00
8.608483156649369972e-02,-7.059296771932872971e+00
4.379570901028050356e-01,-6.658858378800720068e+00
6.971696998145907598e-01,-5.228640554023067821e+00
4.080215759957189214e-01,-6.520553332817864423e+00
6.595133214399363508e-01,-4.608252408446605664e+00
3.992389728178583064e-02,-7.603931376984427892e+00
2.251515606787878598e-01,-7.592745153341589059e+00
6.916983155099020175e-01,-6.203291372821892580e+00
4.344254003968743838e-01,-6.206658584787630772e+00
1.414780919732480102e-01,-6.910459186006220555e+00
2.517593718412823867e-01,-6.873444990756382822e+00
1.817362834222840118e-01,-6.019633264101046599e+00
6.265023923921625437e-02,-8.318118073059437734e+00
3.613132515057016492e-01,-7.911909437771900144e+00
3.197443540873424195e-01,-8.650412047169611540e+00
9.245144030199740903e-02,-7.918030984000097305e+00
5.040404927720059103e-01,-5.493244374905025040e+00
2.755674499753268392e-01,-8.433507563869987678e+00
7.319934255761924302e-02,-7.818246469002046339e+00
1.230197195424578283e-01,-7.740032495038847493e+00
2.565161151172196119e-01,-7.663021136859839544e+00
2.993017515102754933e-01,-6.811973858470208754e+00
1.945459750329355531e-01,-7.152034322663622490e+00
2.753542970078036167e-01,-6.853335048005794405e+00
6.659114575983797746e-01,-4.396541047492708465e+00
2.352773147745451376e-01,-1.030631853147842847e+01
2.956975453230492601e-01,-8.006135768853786416e+00
6.399805824006447874e-02,-8.852008128854222946e+00
5.166305986597977684e-01,-4.616362878673373693e+00
1.520043365698317828e-01,-8.284495880273579971e+00
2.173453154494980610e-01,-7.400057318579174037e+00
3.447875169226806702e-01,-5.346147009913841508e+00
4.101311284757330755e-01,-6.493195615695275258e+00
2.340819955341503500e-01,-6.061605139931649511e+00
1.544066952640104629e-01,-7.945039262304481653e+00
2.642167450791709227e-01,-7.943335949587856604e+00
1.806753980784962452e-02,-7.939164829395950029e+00
1.465178042850829032e-01,-7.901580385012903385e+00
4.794678495869569845e-01,-5.509289400882467547e+00
2.718745345268118729e-01,-7.915671026965743984e+00
2.997738225242316257e-01,-7.159767739341100778e+00
1.148512410456973554e-01,-6.179378898459844116e+00
6.783608917910034786e-02,-7.085066741271663915e+00
4.695784127849472050e-02,-7.160258577617706344e+00
4.222253111062680420e-01,-5.972640010862392934e+00
3.882581126396770776e-01,-8.030941345267995857e+00
5.172556256505703720e-01,-8.224983947383631033e+00
3.364060599232090998e-01,-6.247971475043274658e+00
1.158986767156450215e-01,-6.994202080701399815e+00
5.996396315373904440e-02,-8.664801527063000108e+00
1.074365550484637126e-03,-9.683158682376742377e+00
2.011199414085384218e-01,-8.302645321233299569e+00
1.097352323871077090e-01,-8.884154766212310150e+00
2.355015624876570790e-01,-6.185632244011926240e+00
4.042941617972223289e-02,-7.759284354894649738e+00
1.608244714415243137e-01,-7.706386041081924709e+00
2.369286506327605291e-01,-7.395982947938524177e+00
6.201601676306432998e-01,-4.223806059423521830e+00
4.793985817798772087e-01,-6.134639403237056143e+00
1.489322263697638871e-01,-9.408422981183887757e+00
2.017349293238600849e-01,-7.648272280637265830e+00
2.204180022614186385e-01,-8.367695076641656016e+00
1.642141302264193969e-01,-5.984860854921893569e+00
2.598202817164330658e-01,-7.615516628953844069e+00
4.539378779572952882e-02,-8.795115731902155787e+00
3.590024035550923309e-01,-8.840330823585636821e+00
2.470330413606962594e-01,-6.252859580383726801e+00
1.411602296197873030e-01,-7.341481133836118111e+00
1.164309539237089880e-01,-5.320592888598623560e+00
4.465605311953459999e-01,-6.012851158064594692e+00
4.982574090063827260e-02,-9.468483473305056464e+00
9.014571434299649411e-02,-7.541631606959763978e+00
4.009895879251080264e-01,-4.251974394095009657e+00
2.899322337390409787e-01,-6.623460697468829039e+00
2.377581193127690368e-02,-6.289349103377563033e+00
1.667330493128359736e-01,-8.616882660430666974e+00
1.292866242891040907e-01,-8.011084184929451624e+00
2.603470479357576292e-02,-8.628289473500773354e+00
1.266714148072257129e-01,-8.224009178734469572e+00
3.434266656038567067e-01,-5.983061915304998202e+00
5.103260755878603616e-01,-6.694837977088115011e+00
2.478821641497255535e-01,-6.661426236035307369e+00
5.200368604687378715e-01,-6.311048312050887787e+00
4.471947992437483865e-01,-7.847366570830107690e+00
7.565578492665683275e-01,-2.566812141902406808e+00
6.536064595221403872e-02,-8.655008585546985600e+00
3.720524025601110729e-01,-6.352070902457246149e+00
2.562639751232675400e-01,-5.877844457223982744e+00
1.317782662690808737e-01,-9.055482973277273473e+00
9.859694898358424553e-02,-8.471033436893474544e+00
4.181659117307839554e-03,-8.040901635448316043e+00
1.931538127331977051e-01,-7.384265242149306907e+00
6.773548326964790034e-02,-8.492356622969582602e+00
2.036191296989650901e-01,-8.036856653474821144e+00
6.680033649537452378e-01,-5.418475400730125457e+00
2.539360526332779533e-01,-8.339826493278273745e+00
8.786052717450527905e-02,-7.684833364915028220e+00
2.070761033159867204e-01,-5.445028594537987487e+00
4.271501815675434605e-02,-9.505945162437379636e+00
3.101620394538200931e-01,-8.296371317176294724e+00
2.088121624553374023e-01,-6.580863331841411146e+00
6.739194692266204934e-01,-4.412187222997633995e+00
4.926677778529947038e-01,-6.616635542008790338e+00
5.472308929380333975e-01,-5.709560776609745147e+00
3.816635269018235910e-01,-7.114716868540574168e+00
2.932097421519914149e-01,-7.523392549968042964e+00
4.328505680390937749e-01,-5.687038816564744970e+00
5.708890987818610041e-01,-6.461036603593075078e+00
4.055517848408692339e-01,-6.232882758774351828e+00
5.679382038528104637e-01,-8.661705224134127690e+00
1.644010742908905143e-01,-7.917062270351890696e+00
2.051628886901067095e-01,-7.855476947679401079e+00
6.397710653344952370e-01,-5.676895302790343045e+00
2.331943340942807807e-01,-6.629920376073940247e+00
3.721897711366685679e-01,-4.473923106919419190e+00
6.692243044153013687e-02,-8.876029495306026362e+00
2.382807933911077758e-01,-6.622670392641550663e+00
1.582789363059744769e-01,-9.529735363014296468e+00
5.503143848867694810e-02,-6.708379469078503909e+00
4.000671112299085119e-01,-6.811197478365947688e+00
1.759617742553332143e-01,-8.135750618681784729e+00
5.915767947467818200e-01,-6.710689917823907891e+00
4.139122446767797281e-01,-6.700802287791709055e+00
7.240651011862818398e-02,-8.961648600487873040e+00
2.680307356003091002e-01,-5.332171152535954306e+00
9.885493341803359979e-02,-6.812993375974162547e+00
3.951176980453290771e-02,-7.632673144637291074e+00
8.030985179882672576e-01,-4.222329786297327914e+00
1.950215710665938462e-01,-6.958780253474919242e+00
7.626558915791430138e-02,-7.164266199084353914e+00
8.873119733246913610e-01,1.681245027074237397e+00
7.741563760319050136e-01,-2.340546397712086613e+00
6.667139503159019709e-02,-9.562696018091093819e+00
9.071906168555818328e-02,-6.282146248179870440e+00
5.190842373169918256e-02,-7.217230165116315987e+00
6.404181468835976054e-02,-7.847376661963518352e+00
1.829554537962653216e-01,-5.861231464504340849e+00
3.627663091660300598e-02,-7.826913708796890745e+00
1.511390764646221296e-01,-8.313273380093171738e+00
7.785554591261033492e-04,-9.628374233380489144e+00
3.228900906664454729e-01,-5.901109952971357764e+00
5.456112095872481804e-01,-7.736562511382930829e+00
4.316685720151059447e-01,-6.521582715702194832e+00
1.068432857623959620e-01,-7.585268243639980312e+00
1.144045696893587543e-03,-7.887194368704554925e+00
6.928171154138250409e-02,-8.424794212990100561e+00
8.158416374315759223e-02,-6.952381783548213789e+00
8.276723068754643364e-02,-6.816527066654847644e+00
1.443823765045560426e-01,-7.726870237216027171e+00
1.416850556833494923e-01,-6.386687433167535843e+00
3.666421471744678046e-03,-7.828156473116459679e+00
3.354437944954575396e-02,-8.741524415869918130e+00
5.670027109974162122e-02,-7.070750777055120118e+00
2.653180556866995832e-01,-7.315359094265751594e+00
1.170124138438693728e-01,-6.693958143845489595e+00
1.233187162436407136e-01,-1.049942392696399729e+01
5.620142775238574223e-02,-7.734676668423778878e+00
1.550259695116187331e-01,-7.287780331805132406e+00
1.483018703738962218e-01,-7.783985380047906411e+00
6.327649678756577245e-01,-4.218300706952679668e+00
1.143505767448804444e-01,-9.446447628992768131e+00
1.086586852833151297e-02,-6.938137047890153397e+00
2.712641682530253506e-01,-8.627179767486119033e+00
2.015797556550734393e-01,-7.799558664283832599e+00
3.886014508154989056e-01,-6.715939496794099739e+00
1.120771968945550173e-01,-9.000859008008518458e+00
2.080347006245954478e-01,-8.828075417797919044e+00
6.442982307576597401e-02,-8.401354330765512302e+00
1.439393074553922403e-01,-7.915136877641277380e+00
6.769537559274393934e-02,-6.113903415215308002e+00
4.321204819084499549e-02,-8.569447530018120318e+00
2.403982337803716729e-01,-7.877779891347000962e+00
3.473109083314967482e-01,-5.443918412596861600e+00
1.751142892758215386e-01,-6.615021634251112559e+00
4.379963268118698405e-01,-6.610318719603963444e+00
4.457807563048422073e-01,-6.510807572690147538e+00
7.028740209550903284e-01,-3.190697137230978697e+00
1.107302954391167493e-01,-8.232212520924552024e+00
2.132074804180244532e-01,-6.430702508198801404e+00
2.605086744237035123e-01,-9.164409699469112880e+00
2.057375127310228924e-01,-5.759750873363580048e+00
3.090890251524543442e-01,-5.565277554638583091e+00
2.812916245593424791e-01,-9.781939816373029117e+00
7.761986315560210140e-03,-6.329796342418511301e+00
2.133645865417865273e-01,-7.189189850649889024e+00
1.504921647053780176e-01,-8.343539896118674193e+00
3.481083523282748476e-02,-7.556181188728812614e+00
2.315406737256454212e-02,-8.941800789906398705e+00
4.959035635791178009e-01,-6.146817050588639475e+00
4.138774642830965467e-02,-8.307860348185428734e+00
9.931207036649793152e-02,-8.296072101583440883e+00
4.191697552495128598e-02,-9.306369107419580899e+00
1.858702488240237538e-01,-7.760270247691622991e+00
1.192700192211697437e-02,-7.681908212758443710e+00
2.514074858512830093e-02,-9.978030180496945789e+00
2.027719727761137861e-02,-7.320485021114155444e+00
4.734930897260671845e-01,-6.409212421776965485e+00
4.358170363067495612e-01,-6.194559881093406162e+00
3.921759522923308483e-02,-9.102342781689637619e+00
7.155782993132692171e-01,-4.226789501786794467e+00
2.834470026575054979e-01,-7.965905813587116135e+00
3.203139094207843596e-02,-7.401275460340397849e+00
5.835050298929727042e-01,-5.139080985042992822e+00
4.096199181401250500e-01,-5.766446443527152965e+00
2.696735008595420591e-01,-6.221618528130935744e+00
3.065187475570192721e-02,-7.549005305829859402e+00
1.648066679560988845e-01,-8.059981884282937159e+00
3.590229337964195300e-01,-7.230857883117359108e+00
7.543798493491798984e-02,-7.858804986587903052e+00
1.614021388147746650e-01,-7.947598169938141055e+00
2.883311940421749986e-01,-8.385037303097595540e+00
6.604204041301949824e-01,-4.332487323666360801e+00
2.329591885139327689e-01,-8.071856298327160673e+00
4.259695810030357244e-01,-7.597534665741227933e+00
3.078664893496519950e-01,-7.649212394385049407e+00
3.946873780611087623e-02,-9.892458491793519215e+00
4.106517376042433942e-01,-6.105623448324156044e+00
1.860994034646202278e-01,-6.560940979932603057e+00
4.281745207268377040e-01,-7.589857823241213275e+00
1.644592230593999171e-01,-8.083164800657423044e+00
3.732571281391720008e-01,-7.189027229626066884e+00
1.244543495699954733e-01,-7.002481232393136246e+00
2.156389584831788220e-01,-7.799761676668686583e+00
9.011082794760012782e-02,-7.475184583683639694e+00
4.805288517001244514e-02,-1.020890914780326142e+01
3.980503813024365845e-01,-5.790349958823181709e+00
1.508027397033864514e-01,-8.769015466502555256e+00
1.792355191236962714e-02,-7.782872577032448724e+00
2.036947339308703073e-02,-7.869276684639629593e+00
8.071307274431066547e-02,-8.875806241341555491e+00
4.046904675085262748e-01,-6.048051827675596570e+00
2.281534524139171571e-01,-5.339172354508905372e+00
4.221269699085099525e-01,-7.630184029005400603e+00
3.629753366303102302e-01,-8.419487908379466035e+00
5.391279345408438173e-02,-9.638586330541002667e+00
5.349583470865888479e-01,-6.495927832250082190e+00
3.010394880789511451e-01,-6.715028767037175328e+00
