"rent_euro","rentsqm_euro","area","yearc","glocation","tlocation","nkitchen","pkitchen","eboden","year01","yearc2","yearc3","invarea"
843.580505371094,9.37311553955078,90,1983,1,0,0,1,0,0,3932289,7797729280,0.0111111113801599
374.572418212891,4.6821551322937,80,1971,0,0,0,0,1,0,3884841,7657021440,0.0125000001862645
328.9140625,8.022292137146,41,1960,0,0,0,0,0,0,3841600,7529536000,0.0243902429938316
302.889312744141,5.13371801376343,59,1960,0,0,0,0,1,0,3841600,7529536000,0.0169491525739431
922.523986816406,8.62172031402588,107,1918,1,0,0,0,0,0,3678724,7055792640,0.00934579409658909
481.585845947266,7.64421796798706,63,1929,0,0,0,0,1,0,3721041,7177888256,0.0158730167895555
1146.72546386719,7.35080242156982,156,1918,1,0,0,0,1,0,3678724,7055792640,0.00641025649383664
529.800598144531,4.81636905670166,110,1918,1,0,0,0,0,0,3678724,7055792640,0.00909090880304575
662.071899414062,10.3448705673218,64,1918,0,1,0,0,0,0,3678724,7055792640,0.015625
311.683532714844,4.15577983856201,75,1960,0,1,0,0,0,0,3841600,7529536000,0.0133333336561918
376.464202880859,6.97156190872192,54,1934,1,0,0,0,0,0,3740356,7233848320,0.0185185186564922
519.983825683594,7.42833995819092,70,1970,0,0,0,1,0,0,3880900,7645372928,0.0142857143655419
470.439636230469,6.62590837478638,71,1970,0,0,0,0,1,0,3880900,7645372928,0.0140845067799091
344.866363525391,10.450493812561,33,1967,0,1,0,0,0,0,3869089,7610498048,0.030303031206131
114.120346069336,3.26058149337769,35,1939,0,0,0,0,1,0,3759721,7290099200,0.0285714287310839
325.386169433594,12.0513391494751,27,1972,1,0,0,0,1,0,3888784,7668682240,0.0370370373129845
389.348754882812,8.11143112182617,48,1972,0,1,0,0,1,0,3888784,7668682240,0.020833333954215
541.100219726562,10.02037525177,54,1986,1,0,0,0,0,0,3944196,7833173504,0.0185185186564922
335.969879150391,11.1989946365356,30,1972,0,0,0,0,0,0,3888784,7668682240,0.0333333350718021
484.602447509766,5.63491201400757,86,1965,0,0,0,0,0,0,3861225,7587307008,0.0116279069334269
431.990509033203,7.19984340667725,60,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0166666675359011
711.411560058594,8.17714214324951,87,1981,0,0,0,0,0,0,3924361,7774159360,0.0114942528307438
535.731628417969,6.86835241317749,78,1991,0,0,0,0,0,0,3964081,7892485120,0.0128205129876733
395.739929199219,5.07358837127686,78,1969,0,0,0,0,0,0,3876961,7633736192,0.0128205129876733
527.193054199219,5.49159145355225,96,1967,0,0,0,0,0,0,3869089,7610498048,0.0104166669771075
477.393249511719,6.72384595870972,71,1965,1,0,0,0,0,0,3861225,7587307008,0.0140845067799091
470.388519287109,7.97268676757812,59,1986,0,0,0,0,0,0,3944196,7833173504,0.0169491525739431
340.776031494141,4.15580558776855,82,1982,0,0,0,0,0,0,3928324,7785937920,0.0121951214969158
371.913726806641,4.2748703956604,87,1972,0,0,0,0,0,0,3888784,7668682240,0.0114942528307438
403.511566162109,5.17322587966919,78,1929,0,0,0,0,0,0,3721041,7177888256,0.0128205129876733
528.624694824219,7.04832744598389,75,1967,0,0,0,1,0,0,3869089,7610498048,0.0133333336561918
332.799896240234,4.75428438186646,70,1965,0,0,0,0,0,0,3861225,7587307008,0.0142857143655419
368.232421875,6.46021890640259,57,1972,0,0,0,0,1,0,3888784,7668682240,0.0175438597798347
702.003723144531,9.36005115509033,75,1984,0,0,0,0,0,0,3936256,7809531904,0.0133333336561918
220.366806030273,3.44323134422302,64,1957.5,0,0,1,0,1,0,3831806.25,7500760576,0.015625
703.281982421875,12.1255531311035,58,1994.5,1,0,0,0,0,0,3978030.25,7934181376,0.0172413792461157
382.855346679688,6.71675968170166,57,1918,1,0,0,0,1,0,3678724,7055792640,0.0175438597798347
805.898254394531,6.55201625823975,123,1918,1,0,0,0,0,0,3678724,7055792640,0.00813008099794388
425.752746582031,7.0958776473999,60,1956,0,0,0,0,0,0,3825936,7483530752,0.0166666675359011
897.010498046875,9.85725688934326,91,1958,0,0,0,0,0,0,3833764,7506509824,0.0109890112653375
460.878509521484,8.69582176208496,53,1956,0,0,0,0,0,0,3825936,7483530752,0.0188679248094559
646.477478027344,7.3463339805603,88,1960,0,0,0,0,0,0,3841600,7529536000,0.0113636367022991
238.568801879883,4.26015710830688,56,1929,0,0,0,0,1,0,3721041,7177888256,0.0178571436554193
408.880126953125,4.86762046813965,84,1956,1,0,0,0,1,0,3825936,7483530752,0.0119047621265054
599.745361328125,7.99660539627075,75,1994.5,0,0,0,0,0,0,3978030.25,7934181376,0.0133333336561918
386.127624511719,5.01464462280273,77,1964,0,0,0,0,0,0,3857296,7575729152,0.0129870129749179
340.929412841797,4.42765522003174,77,1961,0,0,0,0,1,0,3845521,7541066752,0.0129870129749179
471.769012451172,8.73646450042725,54,1990,0,0,0,0,0,0,3960100,7880599040,0.0185185186564922
315.722747802734,4.44679880142212,71,1965,0,0,0,0,1,0,3861225,7587307008,0.0140845067799091
476.524047851562,5.60616731643677,85,1957.5,0,0,0,0,0,0,3831806.25,7500760576,0.0117647061124444
604.2958984375,10.4188966751099,58,1994,1,0,0,0,0,0,3976036,7928215552,0.0172413792461157
563.341430664062,6.70644664764404,84,1973,0,0,0,0,1,0,3892729,7680354304,0.0119047621265054
290.516052246094,4.33606004714966,67,1972,0,0,0,0,0,0,3888784,7668682240,0.0149253727868199
574.231872558594,5.98158359527588,96,1924,0,0,0,0,0,0,3701776,7122216960,0.0104166669771075
362.761596679688,6.71780776977539,54,1979,0,0,0,1,0,0,3916441,7750636544,0.0185185186564922
302.020111083984,7.19095754623413,42,1971,0,0,0,0,1,0,3884841,7657021440,0.0238095242530107
464.764312744141,6.45506000518799,72,1983,0,0,0,0,0,0,3932289,7797729280,0.0138888889923692
434.137908935547,7.11701440811157,61,1983,0,0,0,0,0,0,3932289,7797729280,0.0163934417068958
211.62370300293,4.60051536560059,46,1965,0,0,0,0,0,0,3861225,7587307008,0.0217391308397055
418.39013671875,11.6219463348389,36,1985,0,1,0,0,0,0,3940225,7821346816,0.0277777779847383
564.721862792969,9.257737159729,61,1983,0,0,1,0,0,0,3932289,7797729280,0.0163934417068958
374.470184326172,8.14065647125244,46,1991,0,0,1,0,0,0,3964081,7892485120,0.0217391308397055
275.893096923828,9.85332489013672,28,1965,0,0,0,0,1,0,3861225,7587307008,0.0357142873108387
1032.34936523438,9.8318977355957,105,1991,1,0,0,0,0,0,3964081,7892485120,0.00952380988746881
827.679321289062,11.823992729187,70,1987,0,1,0,0,0,0,3948169,7845011968,0.0142857143655419
338.424102783203,6.90661239624023,49,1957.5,1,0,0,0,1,0,3831806.25,7500760576,0.0204081628471613
746.486145019531,8.48279762268066,88,1983,0,0,0,0,0,0,3932289,7797729280,0.0113636367022991
422.889495849609,5.22085762023926,81,1962,0,0,0,0,0,0,3849444,7552609280,0.0123456791043282
599.48974609375,6.89068555831909,87,1972,0,0,1,0,0,0,3888784,7668682240,0.0114942528307438
454.845245361328,8.26991558074951,55,1969,0,0,0,0,0,0,3876961,7633736192,0.0181818176060915
505.054107666016,7.77006196975708,65,1939,1,0,1,0,0,0,3759721,7290099200,0.0153846153989434
502.037506103516,6.12240839004517,82,1941,0,0,0,0,1,0,3767481,7312680448,0.0121951214969158
242.659133911133,5.05539846420288,48,1929,0,0,0,0,0,0,3721041,7177888256,0.020833333954215
247.005111694336,6.33346462249756,39,1957.5,1,0,0,0,1,0,3831806.25,7500760576,0.0256410259753466
459.753662109375,5.2244725227356,88,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0113636367022991
337.145874023438,5.91483926773071,57,1964,1,0,0,0,0,0,3857296,7575729152,0.0175438597798347
413.328369140625,6.07836055755615,68,1918,1,0,0,0,0,0,3678724,7055792640,0.0147058824077249
351.513153076172,5.95784902572632,59,1958,1,0,0,0,0,0,3833764,7506509824,0.0169491525739431
496.157653808594,6.70483112335205,74,1964,0,0,0,0,1,0,3857296,7575729152,0.013513513840735
417.367553710938,5.96239471435547,70,1939,0,0,0,0,0,0,3759721,7290099200,0.0142857143655419
358.722381591797,7.63239145278931,47,1964,0,0,0,0,0,0,3857296,7575729152,0.0212765950709581
283.766998291016,5.67534017562866,50,1990,1,0,0,0,0,0,3960100,7880599040,0.0199999995529652
269.501953125,3.96326375007629,68,1955,0,0,0,0,1,0,3822025,7472058880,0.0147058824077249
338.066192626953,3.88581824302673,87,1969,0,0,1,0,1,0,3876961,7633736192,0.0114942528307438
429.638549804688,9.54752254486084,45,1973,1,0,1,0,0,0,3892729,7680354304,0.0222222227603197
291.947662353516,5.72446489334106,51,1971,0,0,0,0,0,0,3884841,7657021440,0.0196078438311815
644.176635742188,8.05220794677734,80,1969,1,0,0,1,1,0,3876961,7633736192,0.0125000001862645
582.259216308594,7.56180763244629,77,1936,0,0,0,0,0,0,3748096,7256313856,0.0129870129749179
386.741180419922,6.13874912261963,63,1951,0,0,0,0,1,0,3806401,7426288128,0.0158730167895555
238.262023925781,3.40374326705933,70,1965,0,0,0,0,0,0,3861225,7587307008,0.0142857143655419
476.626312255859,6.61980819702148,72,1972,0,0,0,0,0,0,3888784,7668682240,0.0138888889923692
621.577514648438,8.87967777252197,70,1971,0,0,0,0,0,0,3884841,7657021440,0.0142857143655419
315.415985107422,5.73483371734619,55,1971,0,0,0,0,1,0,3884841,7657021440,0.0181818176060915
665.344177246094,8.11395168304443,82,1996,0,0,0,1,0,0,3984016,7952095744,0.0121951214969158
398.961059570312,5.3913631439209,74,1972,0,0,0,0,0,0,3888784,7668682240,0.013513513840735
499.481048583984,6.01784420013428,83,1972,0,0,0,0,0,0,3888784,7668682240,0.0120481923222542
419.310455322266,3.91878938674927,107,1972,1,0,0,0,1,0,3888784,7668682240,0.00934579409658909
533.533081054688,9.70060348510742,55,1959,0,0,0,0,1,0,3837681,7518017024,0.0181818176060915
398.091857910156,6.12448930740356,65,1957,0,0,0,0,0,0,3829849,7495014400,0.0153846153989434
385.258422851562,5.92705392837524,65,1974,0,0,0,0,0,0,3896676,7692038656,0.0153846153989434
511.752044677734,11.3722667694092,45,1991,0,0,0,0,0,0,3964081,7892485120,0.0222222227603197
791.888916015625,10.1524209976196,78,1986,0,0,1,0,0,0,3944196,7833173504,0.0128205129876733
317.563385009766,10.9504613876343,29,1974,0,0,0,0,0,0,3896676,7692038656,0.0344827584922314
277.478118896484,8.95090579986572,31,1963,0,0,0,0,1,0,3853369,7564163584,0.0322580635547638
383.775665283203,4.56875801086426,84,1962,1,0,0,0,1,0,3849444,7552609280,0.0119047621265054
622.037719726562,7.58582782745361,82,1995,1,0,0,0,0,0,3980025,7940149760,0.0121951214969158
408.573333740234,8.51194667816162,48,1983,0,0,0,0,0,0,3932289,7797729280,0.020833333954215
508.888793945312,9.60167789459229,53,1993,0,0,0,1,0,0,3972049,7916293632,0.0188679248094559
518.859008789062,7.86150121688843,66,1971,1,0,0,0,0,0,3884841,7657021440,0.0151515156030655
599.387512207031,9.66754245758057,62,1984,0,0,0,0,0,0,3936256,7809531904,0.0161290317773819
601.07470703125,8.83933162689209,68,1971,0,0,0,0,0,0,3884841,7657021440,0.0147058824077249
595.450500488281,9.45159339904785,63,1929,1,0,0,0,0,0,3721041,7177888256,0.0158730167895555
449.834594726562,7.89183616638184,57,1995,1,0,0,0,0,0,3980025,7940149760,0.0175438597798347
902.021118164062,9.0202112197876,100,1994,0,0,0,0,0,0,3976036,7928215552,0.00999999977648258
868.429260253906,10.2168130874634,85,1995,0,0,1,0,0,0,3980025,7940149760,0.0117647061124444
528.778015136719,9.9769458770752,53,1971,0,0,0,0,0,0,3884841,7657021440,0.0188679248094559
733.95947265625,7.33959484100342,100,1972,0,0,0,0,0,0,3888784,7668682240,0.00999999977648258
835.962219238281,9.28847122192383,90,1991,0,0,0,1,0,0,3964081,7892485120,0.0111111113801599
509.962524414062,8.94671249389648,57,1970,0,0,0,0,0,0,3880900,7645372928,0.0175438597798347
364.857879638672,5.88480567932129,62,1962,0,0,0,0,0,0,3849444,7552609280,0.0161290317773819
496.004241943359,5.0612678527832,98,1918,0,0,0,0,1,0,3678724,7055792640,0.0102040814235806
536.703063964844,9.93894672393799,54,1988,1,0,1,0,0,0,3952144,7856862208,0.0185185186564922
381.935028076172,6.70061302185059,57,1996,0,0,0,0,0,0,3984016,7952095744,0.0175438597798347
345.735565185547,4.80188274383545,72,1951,1,0,0,0,1,0,3806401,7426288128,0.0138888889923692
312.399353027344,6.64679431915283,47,1957.5,0,0,0,0,0,0,3831806.25,7500760576,0.0212765950709581
687.841003417969,9.05054187774658,76,1964,1,0,0,0,0,0,3857296,7575729152,0.0131578948348761
416.600616455078,3.85741353034973,108,1956,1,0,0,0,0,0,3825936,7483530752,0.00925925932824612
558.842041015625,6.57461023330688,85,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0117647061124444
336.73681640625,6.47570562362671,52,1957.5,1,0,0,0,1,0,3831806.25,7500760576,0.0192307699471712
561.807556152344,7.11148738861084,79,1918,1,0,0,0,0,0,3678724,7055792640,0.0126582281664014
523.665100097656,6.62867403030396,79,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0126582281664014
207.482238769531,6.91607666015625,30,1956,1,0,0,0,1,0,3825936,7483530752,0.0333333350718021
515.484497070312,8.59140586853027,60,1990,0,0,0,1,0,0,3960100,7880599040,0.0166666675359011
423.298553466797,8.46597099304199,50,1979,0,0,0,0,0,0,3916441,7750636544,0.0199999995529652
911.32666015625,14.0204105377197,65,1984,1,0,0,0,0,0,3936256,7809531904,0.0153846153989434
532.612731933594,7.39739656448364,72,1958,1,0,0,0,0,0,3833764,7506509824,0.0138888889923692
489.204071044922,7.41218328475952,66,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0151515156030655
414.504333496094,4.45703554153442,93,1955,0,0,0,0,0,0,3822025,7472058880,0.0107526881620288
593.200805664062,8.47429943084717,70,1964,0,0,0,0,1,0,3857296,7575729152,0.0142857143655419
382.088409423828,5.78921985626221,66,1957.5,0,0,0,0,1,0,3831806.25,7500760576,0.0151515156030655
419.924011230469,4.15766382217407,101,1959,0,0,0,0,1,0,3837681,7518017024,0.00990098994225264
1006.01788330078,7.18584442138672,140,1957.5,0,1,0,0,0,0,3831806.25,7500760576,0.00714285718277097
580.878723144531,7.74504947662354,75,1968,1,0,0,0,0,0,3873024,7622111232,0.0133333336561918
708.037048339844,8.96249198913574,79,1962,0,0,0,0,0,0,3849444,7552609280,0.0126582281664014
790.764038085938,7.53108406066895,105,1980,0,0,0,0,0,0,3920400,7762392064,0.00952380988746881
845.012084960938,7.22232484817505,117,1980,0,0,0,0,0,0,3920400,7762392064,0.00854700896888971
382.088409423828,7.07571220397949,54,1995,1,0,0,0,1,0,3980025,7940149760,0.0185185186564922
384.59375,4.69016790390015,82,1929,1,0,0,0,1,0,3721041,7177888256,0.0121951214969158
327.738098144531,5.95887660980225,55,1918,1,0,0,0,1,0,3678724,7055792640,0.0181818176060915
389.860046386719,5.49098825454712,71,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0140845067799091
702.003723144531,7.16330146789551,98,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0102040814235806
616.669128417969,8.56484985351562,72,1918,1,0,0,0,0,0,3678724,7055792640,0.0138888889923692
344.303955078125,5.55328941345215,62,1929,1,0,0,0,0,0,3721041,7177888256,0.0161290317773819
255.236907958984,8.80127143859863,29,1971,1,0,1,0,0,0,3884841,7657021440,0.0344827584922314
549.280883789062,9.00460720062256,61,1969,0,0,0,0,0,0,3876961,7633736192,0.0163934417068958
217.401321411133,2.31278038024902,94,1929,0,0,0,1,0,0,3721041,7177888256,0.0106382975354791
650.618896484375,8.79214954376221,74,1948,0,1,0,1,0,0,3794704,7392083456,0.013513513840735
276.864562988281,7.09908866882324,39,1968,0,0,0,0,0,0,3873024,7622111232,0.0256410259753466
481.023406982422,7.63529014587402,63,1968,0,0,0,0,0,0,3873024,7622111232,0.0158730167895555
132.220077514648,2.87434935569763,46,1954,0,0,0,0,1,0,3818116,7460598784,0.0217391308397055
625.10546875,7.10346984863281,88,1971,1,0,0,0,0,0,3884841,7657021440,0.0113636367022991
473.507385253906,10.7615327835083,44,1957.5,0,0,0,0,1,0,3831806.25,7500760576,0.0227272734045982
306.008178710938,4.50012063980103,68,1929,1,0,0,0,1,0,3721041,7177888256,0.0147058824077249
479.642913818359,5.77883052825928,83,1957.5,1,0,0,0,0,0,3831806.25,7500760576,0.0120481923222542
306.723999023438,4.0358419418335,76,1918,1,0,0,0,0,0,3678724,7055792640,0.0131578948348761
1146.11193847656,8.18651485443115,140,1929,1,0,0,0,0,0,3721041,7177888256,0.00714285718277097
508.888793945312,5.08888816833496,100,1935,1,0,0,0,0,0,3744225,7245075456,0.00999999977648258
245.164459228516,8.17214679718018,30,1959,1,0,0,0,0,0,3837681,7518017024,0.0333333350718021
479.029388427734,4.79029369354248,100,1968,0,0,0,0,0,0,3873024,7622111232,0.00999999977648258
253.600769042969,5.63557147979736,45,1936,0,0,0,0,0,0,3748096,7256313856,0.0222222227603197
389.604400634766,5.33704900741577,73,1955,0,0,0,0,1,0,3822025,7472058880,0.0136986300349236
248.999145507812,4.88233613967896,51,1954,0,0,0,0,0,0,3818116,7460598784,0.0196078438311815
360.972076416016,4.5692663192749,79,1969,0,0,0,0,0,0,3876961,7633736192,0.0126582281664014
488.539398193359,7.29163074493408,67,1973,1,0,0,0,0,0,3892729,7680354304,0.0149253727868199
76.84716796875,1.97044014930725,39,1949,0,0,0,0,1,0,3798601,7403473408,0.0256410259753466
332.186340332031,5.93190145492554,56,1969,1,0,0,0,1,0,3876961,7633736192,0.0178571436554193
381.116973876953,6.57098007202148,58,1939,0,0,0,0,0,0,3759721,7290099200,0.0172413792461157
415.782562255859,9.23961162567139,45,1996,1,0,0,0,0,0,3984016,7952095744,0.0222222227603197
506.434600830078,9.73912906646729,52,1918,0,0,0,0,0,0,3678724,7055792640,0.0192307699471712
296.344757080078,7.22792387008667,41,1994,0,0,1,0,1,0,3976036,7928215552,0.0243902429938316
542.122802734375,5.16307640075684,105,1973,0,0,0,0,0,0,3892729,7680354304,0.00952380988746881
476.166137695312,6.5228214263916,73,1960,0,0,0,0,0,0,3841600,7529536000,0.0136986300349236
640.086303710938,8.76830291748047,73,1960,0,0,0,0,0,0,3841600,7529536000,0.0136986300349236
459.140106201172,4.17400074005127,110,1954,0,0,0,0,0,0,3818116,7460598784,0.00909090880304575
513.848327636719,4.67134857177734,110,1960,0,0,0,0,0,0,3841600,7529536000,0.00909090880304575
588.854858398438,9.20085620880127,64,1961,0,0,0,0,0,0,3845521,7541066752,0.015625
417.265289306641,6.95442342758179,60,1963,0,0,0,0,0,0,3853369,7564163584,0.0166666675359011
297.674133300781,9.92247295379639,30,1972,0,0,1,0,0,0,3888784,7668682240,0.0333333350718021
148.070129394531,2.46783566474915,60,1952,0,0,0,0,0,0,3810304,7437713408,0.0166666675359011
542.531799316406,5.37160205841064,101,1957,0,0,0,0,0,0,3829849,7495014400,0.00990098994225264
433.831146240234,5.4228892326355,80,1929,0,0,0,0,0,0,3721041,7177888256,0.0125000001862645
482.301635742188,4.38456058502197,110,1963,0,0,0,0,0,0,3853369,7564163584,0.00909090880304575
394.410583496094,7.88821125030518,50,1973,0,0,1,0,0,0,3892729,7680354304,0.0199999995529652
428.258056640625,5.22265768051147,82,1954,0,0,0,0,0,0,3818116,7460598784,0.0121951214969158
263.826599121094,6.59566497802734,40,1970,0,0,0,0,1,0,3880900,7645372928,0.025000000372529
406.8349609375,5.42446422576904,75,1994.5,0,0,1,0,0,0,3978030.25,7934181376,0.0133333336561918
180.179260253906,2.07102608680725,87,1966,0,0,0,0,1,0,3865156,7598896640,0.0114942528307438
375.850646972656,6.83364582061768,55,1971,0,0,0,0,1,0,3884841,7657021440,0.0181818176060915
521.006408691406,7.44294786453247,70,1972,0,0,1,0,0,0,3888784,7668682240,0.0142857143655419
640.188537597656,8.00235652923584,80,1984,1,0,0,0,0,0,3936256,7809531904,0.0125000001862645
343.127960205078,4.83278799057007,71,1957.5,0,0,0,0,1,0,3831806.25,7500760576,0.0140845067799091
470.388519287109,6.81722354888916,69,1971,0,0,0,0,0,0,3884841,7657021440,0.014492753893137
528.624694824219,6.2931489944458,84,1968,0,0,0,0,0,0,3873024,7622111232,0.0119047621265054
631.803344726562,8.31320190429688,76,1956,0,0,0,0,0,0,3825936,7483530752,0.0131578948348761
478.057922363281,5.19628000259399,92,1955,0,0,0,0,0,0,3822025,7472058880,0.0108695654198527
491.965057373047,7.34275960922241,67,1960,0,0,0,0,0,0,3841600,7529536000,0.0149253727868199
232.586669921875,2.90733361244202,80,1958,0,0,0,0,0,0,3833764,7506509824,0.0125000001862645
144.133178710938,2.88266372680664,50,1957,1,0,0,0,1,0,3829849,7495014400,0.0199999995529652
624.696472167969,8.92423725128174,70,1939,1,0,0,0,1,0,3759721,7290099200,0.0142857143655419
618.816589355469,9.52025508880615,65,1972,0,0,0,0,0,0,3888784,7668682240,0.0153846153989434
367.363220214844,6.12272024154663,60,1972,0,0,0,0,0,0,3888784,7668682240,0.0166666675359011
462.15673828125,6.89785957336426,67,1965,0,0,0,0,0,0,3861225,7587307008,0.0149253727868199
591.513610839844,8.57266235351562,69,1929,1,0,0,0,0,0,3721041,7177888256,0.014492753893137
353.456085205078,12.6234331130981,28,1959,1,0,0,0,0,0,3837681,7518017024,0.0357142873108387
421.662414550781,4.90305137634277,86,1970,0,0,0,0,0,0,3880900,7645372928,0.0116279069334269
377.486785888672,5.99185514450073,63,1962,0,0,0,0,0,0,3849444,7552609280,0.0158730167895555
546.877807617188,8.82060813903809,62,1994.5,1,0,0,0,0,0,3978030.25,7934181376,0.0161290317773819
790.099365234375,8.97840309143066,88,1982,0,0,0,0,0,0,3928324,7785937920,0.0113636367022991
520.392883300781,5.78214359283447,90,1994.5,1,0,0,0,0,0,3978030.25,7934181376,0.0111111113801599
751.036682128906,11.5544090270996,65,1956,0,0,0,0,0,0,3825936,7483530752,0.0153846153989434
594.581359863281,7.9277491569519,75,1972,0,0,0,0,0,0,3888784,7668682240,0.0133333336561918
408.726745605469,5.37798309326172,76,1967,0,0,0,0,1,0,3869089,7610498048,0.0131578948348761
624.185180664062,9.45734977722168,66,1937,1,0,0,0,1,0,3751969,7267564032,0.0151515156030655
605.1650390625,12.3503065109253,49,1971,1,0,1,0,0,0,3884841,7657021440,0.0204081628471613
494.470367431641,6.18087959289551,80,1918,0,1,0,0,1,0,3678724,7055792640,0.0125000001862645
370.891143798828,4.52306270599365,82,1964,0,0,0,0,0,0,3857296,7575729152,0.0121951214969158
306.31494140625,5.19178009033203,59,1940,0,0,0,0,0,0,3763600,7301384192,0.0169491525739431
347.116058349609,5.59864616394043,62,1954,1,0,0,0,1,0,3818116,7460598784,0.0161290317773819
247.61865234375,4.34418725967407,57,1936,0,0,0,0,0,0,3748096,7256313856,0.0175438597798347
281.77294921875,9.71630954742432,29,1983,0,0,0,0,1,0,3932289,7797729280,0.0344827584922314
397.733978271484,8.28612327575684,48,1967,0,0,0,0,0,0,3869089,7610498048,0.020833333954215
452.493316650391,9.04986667633057,50,1972,0,0,0,0,0,0,3888784,7668682240,0.0199999995529652
335.918762207031,3.73243093490601,90,1950,0,0,0,0,1,0,3802500,7414875136,0.0111111113801599
238.108642578125,10.3525505065918,23,1972,1,0,0,0,0,0,3888784,7668682240,0.0434782616794109
352.689147949219,11.7563028335571,30,1973,0,0,0,0,0,0,3892729,7680354304,0.0333333350718021
370.124206542969,4.87005567550659,76,1918,0,0,0,0,0,0,3678724,7055792640,0.0131578948348761
364.039825439453,14.0015287399292,26,1957.5,0,0,0,0,1,0,3831806.25,7500760576,0.0384615398943424
252.06689453125,5.04133796691895,50,1918,0,0,0,0,0,0,3678724,7055792640,0.0199999995529652
472.484802246094,5.55864286422729,85,1973,1,0,0,0,0,0,3892729,7680354304,0.0117647061124444
250.839797973633,6.60104942321777,38,1955,0,0,0,0,1,0,3822025,7472058880,0.0263157896697521
391.393920898438,4.49878120422363,87,1936,1,0,0,0,0,0,3748096,7256313856,0.0114942528307438
888.318542480469,10.4508066177368,85,1939,0,0,0,1,0,0,3759721,7290099200,0.0117647061124444
200.937713623047,6.27930355072021,32,1973,0,0,0,0,0,0,3892729,7680354304,0.03125
440.375701904297,9.17449378967285,48,1962,0,0,0,0,0,0,3849444,7552609280,0.020833333954215
