"id","year","defol","x","y","age","canopyd","gradient","alt","depth","ph","watermoisture","alkali","humus","type","fert"
8,1983,0,1.70000004768372,3.90000009536743,75,70,17,350,17,4.1100001335144,1,2,3,1,0
8,1984,0,1.70000004768372,3.90000009536743,76,70,17,350,17,3.84999990463257,1,2,4,1,0
8,1985,0,1.70000004768372,3.90000009536743,77,70,17,350,17,3.88000011444092,1,2,6,1,0
8,1986,0,1.70000004768372,3.90000009536743,78,70,17,350,17,3.77999997138977,1,2,5,1,0
8,1987,0,1.70000004768372,3.90000009536743,79,70,17,350,17,4.05000019073486,1,2,4,1,0
8,1988,0,1.70000004768372,3.90000009536743,80,70,17,350,17,3.50999999046326,1,2,5,1,0
8,1989,0,1.70000004768372,3.90000009536743,81,70,17,350,17,3.52999997138977,1,2,3,1,0
8,1990,0,1.70000004768372,3.90000009536743,82,70,17,350,17,4,1,2,4,1,0
8,1991,0,1.70000004768372,3.90000009536743,83,70,17,350,17,3.76999998092651,1,2,3,1,0
8,1992,0,1.70000004768372,3.90000009536743,84,70,17,350,17,4.05000019073486,1,2,7,1,0
8,1993,0,1.70000004768372,3.90000009536743,85,70,17,350,17,3.84999990463257,1,2,5,1,0
8,1994,12.5,1.70000004768372,3.90000009536743,86,70,17,350,17,3.82999992370605,1,2,5,1,0
8,1995,0,1.70000004768372,3.90000009536743,87,70,17,350,17,3.80999994277954,1,2,5,1,0
8,1996,0,1.70000004768372,3.90000009536743,88,70,17,350,17,3.8199999332428,1,2,4,1,0
8,1997,0,1.70000004768372,3.90000009536743,89,70,17,350,17,3.82999992370605,1,2,4,1,0
8,1998,0,1.70000004768372,3.90000009536743,90,70,17,350,17,3.94000005722046,1,2,3,1,0
8,1999,0,1.70000004768372,3.90000009536743,91,70,17,350,17,4.05000019073486,1,2,5,1,0
8,2000,0,1.70000004768372,3.90000009536743,92,70,17,350,17,3.9300000667572,1,2,5,1,0
8,2001,0,1.70000004768372,3.90000009536743,93,70,17,350,17,3.80999994277954,1,2,4,1,0
8,2002,0,1.70000004768372,3.90000009536743,94,70,17,350,17,4.13000011444092,1,2,3,1,0
8,2003,0,1.70000004768372,3.90000009536743,95,70,17,350,17,4.44999980926514,1,2,4,1,0
8,2004,12.5,1.70000004768372,3.90000009536743,96,70,17,350,17,4.44500017166138,1,2,7,1,0
4,1983,0,1.5,3.59999990463257,47,100,11,270,36,4.44000005722046,3,3,0,0,0
4,1984,0,1.5,3.59999990463257,48,100,11,270,36,4.48000001907349,3,3,0,0,0
4,1985,12.5,1.5,3.59999990463257,49,100,11,270,36,4.21999979019165,3,3,2,0,0
4,1986,0,1.5,3.59999990463257,50,100,11,270,36,4.17000007629395,3,3,0,0,0
4,1987,12.5,1.5,3.59999990463257,51,100,11,270,36,4.28999996185303,3,3,1,0,0
4,1988,12.5,1.5,3.59999990463257,52,100,11,270,36,4.40000009536743,3,3,0,0,0
4,1989,0,1.5,3.59999990463257,53,100,11,270,36,4.94000005722046,3,3,0,0,0
4,1990,12.5,1.5,3.59999990463257,54,80,11,270,36,4.84000015258789,3,3,0,0,0
4,1991,0,1.5,3.59999990463257,55,80,11,270,36,4.76000022888184,3,3,0,0,0
4,1992,0,1.5,3.59999990463257,56,80,11,270,36,4.67000007629395,3,3,0,0,0
4,1993,0,1.5,3.59999990463257,57,90,11,270,36,4.90000009536743,3,3,0,0,0
4,1994,0,1.5,3.59999990463257,58,70,11,270,36,5.03999996185303,3,3,0,0,0
4,1995,12.5,1.5,3.59999990463257,59,80,11,270,36,5.17999982833862,3,3,0,0,0
4,1996,12.5,1.5,3.59999990463257,60,80,11,270,36,5.10500001907349,3,3,0,0,0
4,1997,12.5,1.5,3.59999990463257,61,80,11,270,36,5.03000020980835,3,3,0,0,0
4,1998,0,1.5,3.59999990463257,62,80,11,270,36,5.03499984741211,3,3,0,0,0
4,1999,12.5,1.5,3.59999990463257,63,90,11,270,36,5.03999996185303,3,3,0,0,0
4,2000,0,1.5,3.59999990463257,64,90,11,270,36,5.01999998092651,3,3,0,0,0
4,2001,12.5,1.5,3.59999990463257,65,90,11,270,36,5,3,3,0,0,0
4,2002,0,1.5,3.59999990463257,66,90,11,270,36,4.83500003814697,3,3,0,0,0
4,2003,0,1.5,3.59999990463257,67,90,11,270,36,4.67000007629395,3,3,0,0,0
4,2004,12.5,1.5,3.59999990463257,68,100,11,270,36,5.3600001335144,3,3,1,0,0
3,1983,0,1.20000004768372,3.40000009536743,34,100,5,250,15,6.05000019073486,3,4,1,0,0
3,1984,0,1.20000004768372,3.40000009536743,35,100,5,250,15,6.03999996185303,3,4,1,0,0
3,1985,0,1.20000004768372,3.40000009536743,36,100,5,250,15,5.67999982833862,3,4,1,0,0
3,1986,0,1.20000004768372,3.40000009536743,37,100,5,250,15,4.94999980926514,3,4,2,0,0
3,1987,0,1.20000004768372,3.40000009536743,38,100,5,250,15,5.21000003814697,3,4,3,0,0
3,1988,0,1.20000004768372,3.40000009536743,39,100,5,250,15,5.1100001335144,3,4,2,0,0
3,1989,0,1.20000004768372,3.40000009536743,40,100,5,250,15,5.40000009536743,3,4,0,0,0
3,1990,0,1.20000004768372,3.40000009536743,41,100,5,250,15,5.76000022888184,3,4,0,0,0
3,1991,0,1.20000004768372,3.40000009536743,42,100,5,250,15,5.53999996185303,3,4,0,0,0
3,1992,0,1.20000004768372,3.40000009536743,43,100,5,250,15,5.13000011444092,3,4,1,0,0
3,1993,0,1.20000004768372,3.40000009536743,44,100,5,250,15,5.17999982833862,3,4,1,0,0
3,1994,0,1.20000004768372,3.40000009536743,45,100,5,250,15,5.55499982833862,3,4,1,0,0
3,1995,12.5,1.20000004768372,3.40000009536743,46,100,5,250,15,5.92999982833862,3,4,3,0,0
3,1996,12.5,1.20000004768372,3.40000009536743,47,100,5,250,15,5.65000009536743,3,4,1,0,0
3,1997,12.5,1.20000004768372,3.40000009536743,48,100,5,250,15,5.36999988555908,3,4,0,0,0
3,1998,12.5,1.20000004768372,3.40000009536743,49,100,5,250,15,5.43499994277954,3,4,2,0,0
3,1999,12.5,1.20000004768372,3.40000009536743,50,100,5,250,15,5.5,3,4,2,0,0
3,2000,25,1.20000004768372,3.40000009536743,51,100,5,250,15,5.29500007629395,3,4,3,0,0
3,2001,12.5,1.20000004768372,3.40000009536743,52,100,5,250,15,5.09000015258789,3,4,3,0,0
3,2002,12.5,1.20000004768372,3.40000009536743,53,100,5,250,15,5,3,4,0,0,0
3,2003,12.5,1.20000004768372,3.40000009536743,54,100,5,250,15,4.90999984741211,3,4,0,0,0
3,2004,25,1.20000004768372,3.40000009536743,55,100,5,250,15,4.49499988555908,3,4,4,0,0
14,1983,0,2.90000009536743,4.09999990463257,143,100,35,320,42,4.07999992370605,2,2,5,1,1
14,1984,0,2.90000009536743,4.09999990463257,144,100,35,320,42,4.25,2,2,4,1,1
14,1985,0,2.90000009536743,4.09999990463257,145,100,35,320,42,4.03999996185303,2,2,3,1,1
14,1986,0,2.90000009536743,4.09999990463257,146,100,35,320,42,4.07999992370605,2,2,2,1,1
14,1987,0,2.90000009536743,4.09999990463257,147,100,35,320,42,4.01999998092651,2,2,2,1,1
14,1988,0,2.90000009536743,4.09999990463257,148,100,35,320,42,3.90000009536743,2,2,1,1,1
14,1989,0,2.90000009536743,4.09999990463257,149,100,35,320,42,3.83999991416931,2,2,1,1,1
14,1990,0,2.90000009536743,4.09999990463257,150,100,35,320,42,4.28000020980835,2,2,3,1,1
14,1991,0,2.90000009536743,4.09999990463257,151,100,35,320,42,4.21999979019165,2,2,3,1,1
14,1992,0,2.90000009536743,4.09999990463257,152,100,35,320,42,4.15999984741211,2,2,3,1,1
14,1993,0,2.90000009536743,4.09999990463257,153,100,35,320,42,4.15999984741211,2,2,2,1,1
14,1994,0,2.90000009536743,4.09999990463257,154,100,35,320,42,4.25,2,2,2,1,1
14,1995,0,2.90000009536743,4.09999990463257,155,100,35,320,42,4.34000015258789,2,2,2,1,1
14,1996,0,2.90000009536743,4.09999990463257,156,100,35,320,42,4.2350001335144,2,2,3,1,1
14,1997,0,2.90000009536743,4.09999990463257,157,100,35,320,42,4.13000011444092,2,2,3,1,1
14,1998,0,2.90000009536743,4.09999990463257,158,100,35,320,42,4.24499988555908,2,2,2,1,1
14,1999,0,2.90000009536743,4.09999990463257,159,80,35,320,42,4.3600001335144,2,2,2,1,1
14,2000,0,2.90000009536743,4.09999990463257,160,90,35,320,42,4.40000009536743,2,2,1,1,1
14,2001,0,2.90000009536743,4.09999990463257,161,90,35,320,42,4.44000005722046,2,2,2,1,1
14,2002,0,2.90000009536743,4.09999990463257,162,90,35,320,42,4.52500009536743,2,2,4,1,1
14,2003,0,2.90000009536743,4.09999990463257,163,90,35,320,42,4.6100001335144,2,2,2,1,1
14,2004,0,2.90000009536743,4.09999990463257,164,90,35,320,42,4.375,2,2,3,1,1
10,1983,0,2.20000004768372,3.40000009536743,113,90,20,400,16,4.1399998664856,3,2,3,0,0
10,1984,0,2.20000004768372,3.40000009536743,114,90,20,400,16,4.21999979019165,3,2,2,0,0
10,1985,12.5,2.20000004768372,3.40000009536743,115,90,20,400,16,3.95000004768372,3,2,2,0,0
10,1986,0,2.20000004768372,3.40000009536743,116,90,20,400,16,3.94000005722046,3,2,2,0,0
10,1987,12.5,2.20000004768372,3.40000009536743,117,90,20,400,16,3.88000011444092,3,2,2,0,0
10,1988,12.5,2.20000004768372,3.40000009536743,118,90,20,400,16,3.95000004768372,3,2,0,0,0
10,1989,0,2.20000004768372,3.40000009536743,119,90,20,400,16,3.79999995231628,3,2,1,0,0
10,1990,12.5,2.20000004768372,3.40000009536743,120,60.0000038146973,20,400,16,4.28000020980835,3,2,0,0,0
10,1991,12.5,2.20000004768372,3.40000009536743,121,60.0000038146973,20,400,16,4.01000022888184,3,2,1,0,0
10,1992,0,2.20000004768372,3.40000009536743,122,60.0000038146973,20,400,16,4.1399998664856,3,2,1,0,0
10,1993,12.5,2.20000004768372,3.40000009536743,123,70,20,400,16,4.07000017166138,3,2,1,0,0
10,1994,12.5,2.20000004768372,3.40000009536743,124,70,20,400,16,4.05499982833862,3,2,0,0,0
10,1995,12.5,2.20000004768372,3.40000009536743,125,70,20,400,16,4.03999996185303,3,2,0,0,0
10,1996,12.5,2.20000004768372,3.40000009536743,126,80,20,400,16,4.09000015258789,3,2,0,0,0
10,1997,12.5,2.20000004768372,3.40000009536743,127,70,20,400,16,4.1399998664856,3,2,0,0,0
10,1998,12.5,2.20000004768372,3.40000009536743,128,70,20,400,16,4.26000022888184,3,2,2,0,0
10,1999,12.5,2.20000004768372,3.40000009536743,129,70,20,400,16,4.38000011444092,3,2,1,0,0
10,2000,0,2.20000004768372,3.40000009536743,130,70,20,400,16,4.30499982833862,3,2,0,0,0
10,2001,12.5,2.20000004768372,3.40000009536743,131,70,20,400,16,4.23000001907349,3,2,3,0,0
10,2002,12.5,2.20000004768372,3.40000009536743,132,70,20,400,16,4.38000011444092,3,2,0,0,0
10,2003,0,2.20000004768372,3.40000009536743,133,80,20,400,16,4.53000020980835,3,2,1,0,0
10,2004,12.5,2.20000004768372,3.40000009536743,134,80,20,400,16,4.125,3,2,2,0,0
7,1983,0,1.70000004768372,2.90000009536743,82,100,10,280,24,3.72000002861023,3,2,9,1,0
7,1984,0,1.70000004768372,2.90000009536743,83,100,10,280,24,3.77999997138977,3,2,8,1,0
7,1985,0,1.70000004768372,2.90000009536743,84,100,10,280,24,3.97000002861023,3,2,6,1,0
7,1986,0,1.70000004768372,2.90000009536743,85,100,10,280,24,3.84999990463257,3,2,5,1,0
7,1987,0,1.70000004768372,2.90000009536743,86,100,10,280,24,3.78999996185303,3,2,6,1,0
7,1988,0,1.70000004768372,2.90000009536743,87,100,10,280,24,3.65000009536743,3,2,5,1,0
7,1989,0,1.70000004768372,2.90000009536743,88,100,10,280,24,3.80999994277954,3,2,3,1,0
7,1990,0,1.70000004768372,2.90000009536743,89,100,10,280,24,4.1100001335144,3,2,6,1,0
7,1991,0,1.70000004768372,2.90000009536743,90,100,10,280,24,4.03000020980835,3,2,4,1,0
7,1992,0,1.70000004768372,2.90000009536743,91,90,10,280,24,3.90000009536743,3,2,8,1,0
7,1993,0,1.70000004768372,2.90000009536743,92,90,10,280,24,4.09000015258789,3,2,5,1,0
7,1994,0,1.70000004768372,2.90000009536743,93,80,10,280,24,3.98000001907349,3,2,3,1,0
7,1995,0,1.70000004768372,2.90000009536743,94,80,10,280,24,3.86999988555908,3,2,5,1,0
7,1996,0,1.70000004768372,2.90000009536743,95,80,10,280,24,4.13000011444092,3,2,4,1,0
7,1997,0,1.70000004768372,2.90000009536743,96,40,10,280,24,4.3899998664856,3,2,4,1,0
7,1998,12.5,1.70000004768372,2.90000009536743,97,40,10,280,24,4.32000017166138,3,2,2,1,0
7,1999,25,1.70000004768372,2.90000009536743,98,40,10,280,24,4.25,3,2,5,1,0
7,2000,12.5,1.70000004768372,2.90000009536743,99,40,10,280,24,4.07999992370605,3,2,5,1,0
7,2001,12.5,1.70000004768372,2.90000009536743,100,40,10,280,24,3.91000008583069,3,2,4,1,0
7,2002,25,1.70000004768372,2.90000009536743,101,40,10,280,24,4.09999990463257,3,2,4,1,0
7,2003,25,1.70000004768372,2.90000009536743,102,40,10,280,24,4.28999996185303,3,2,3,1,0
7,2004,37.5,1.70000004768372,2.90000009536743,103,40,10,280,24,4.25500011444092,3,2,5,1,0
6,1983,0,1.60000002384186,2.59999990463257,157,80,14,350,28,4.21999979019165,1,3,2,0,1
6,1984,0,1.60000002384186,2.59999990463257,158,80,14,350,28,4.46000003814697,1,3,3,0,1
6,1985,0,1.60000002384186,2.59999990463257,159,80,14,350,28,4.48000001907349,1,3,1,0,1
6,1986,0,1.60000002384186,2.59999990463257,160,80,14,350,28,4.25,1,3,1,0,1
6,1987,12.5,1.60000002384186,2.59999990463257,161,80,14,350,28,4.71999979019165,1,3,1,0,1
6,1988,12.5,1.60000002384186,2.59999990463257,162,80,14,350,28,4.75,1,3,1,0,1
6,1989,12.5,1.60000002384186,2.59999990463257,163,70,14,350,28,4.34000015258789,1,3,3,0,1
6,1990,0,1.60000002384186,2.59999990463257,164,70,14,350,28,4.59000015258789,1,3,1,0,1
6,1991,0,1.60000002384186,2.59999990463257,165,70,14,350,28,4.55999994277954,1,3,1,0,1
6,1992,0,1.60000002384186,2.59999990463257,166,70,14,350,28,4.3899998664856,1,3,1,0,1
6,1993,0,1.60000002384186,2.59999990463257,167,90,14,350,28,4.53000020980835,1,3,3,0,1
6,1994,0,1.60000002384186,2.59999990463257,168,90,14,350,28,4.36999988555908,1,3,0,0,1
6,1995,0,1.60000002384186,2.59999990463257,169,70,14,350,28,4.21000003814697,1,3,3,0,1
6,1996,0,1.60000002384186,2.59999990463257,170,80,14,350,28,4.2649998664856,1,3,3,0,1
6,1997,0,1.60000002384186,2.59999990463257,171,80,14,350,28,4.32000017166138,1,3,3,0,1
6,1998,0,1.60000002384186,2.59999990463257,172,80,14,350,28,4.34000015258789,1,3,2,0,1
6,1999,12.5,1.60000002384186,2.59999990463257,173,40,14,350,28,4.3600001335144,1,3,2,0,1
6,2000,12.5,1.60000002384186,2.59999990463257,174,40,14,350,28,4.25,1,3,3,0,1
6,2001,12.5,1.60000002384186,2.59999990463257,175,40,14,350,28,4.1399998664856,1,3,3,0,1
6,2002,25,1.60000002384186,2.59999990463257,176,30.0000019073486,14,350,28,4.375,1,3,0,0,1
6,2003,25,1.60000002384186,2.59999990463257,177,30.0000019073486,14,350,28,4.6100001335144,1,3,2,0,1
6,2004,37.5,1.60000002384186,2.59999990463257,178,30.0000019073486,14,350,28,4.59499979019165,1,3,1,0,1
2,1983,0,1.20000004768372,2.40000009536743,157,100,10,400,9,4.57999992370605,2,1,3,1,0
2,1984,0,1.20000004768372,2.40000009536743,158,100,10,400,9,4.65000009536743,2,1,3,1,0
2,1985,0,1.20000004768372,2.40000009536743,159,100,10,400,9,4.11999988555908,2,1,3,1,0
2,1986,12.5,1.20000004768372,2.40000009536743,160,100,10,400,9,3.95000004768372,2,1,1,1,0
2,1987,0,1.20000004768372,2.40000009536743,161,100,10,400,9,4.05999994277954,2,1,1,1,0
2,1988,12.5,1.20000004768372,2.40000009536743,162,100,10,400,9,4,2,1,0,1,0
2,1989,12.5,1.20000004768372,2.40000009536743,163,70,10,400,9,3.96000003814697,2,1,1,1,0
2,1990,12.5,1.20000004768372,2.40000009536743,164,70,10,400,9,4.15999984741211,2,1,3,1,0
2,1991,12.5,1.20000004768372,2.40000009536743,165,70,10,400,9,4.36999988555908,2,1,2,1,0
2,1992,0,1.20000004768372,2.40000009536743,166,70,10,400,9,4.23999977111816,2,1,1,1,0
2,1993,12.5,1.20000004768372,2.40000009536743,167,70,10,400,9,4.44000005722046,2,1,2,1,0
2,1994,12.5,1.20000004768372,2.40000009536743,168,70,10,400,9,4.28999996185303,2,1,2,1,0
2,1995,12.5,1.20000004768372,2.40000009536743,169,70,10,400,9,4.1399998664856,2,1,3,1,0
2,1996,12.5,1.20000004768372,2.40000009536743,170,80,10,400,9,4.19000005722046,2,1,2,1,0
2,1997,12.5,1.20000004768372,2.40000009536743,171,80,10,400,9,4.23999977111816,2,1,3,1,0
2,1998,12.5,1.20000004768372,2.40000009536743,172,80,10,400,9,4.15999984741211,2,1,4,1,0
2,1999,12.5,1.20000004768372,2.40000009536743,173,40,10,400,9,4.07999992370605,2,1,3,1,0
2,2000,12.5,1.20000004768372,2.40000009536743,174,40,10,400,9,4.1100001335144,2,1,4,1,0
2,2001,12.5,1.20000004768372,2.40000009536743,175,40,10,400,9,4.1399998664856,2,1,4,1,0
2,2002,25,1.20000004768372,2.40000009536743,176,30.0000019073486,10,400,9,4.17999982833862,2,1,1,1,0
2,2003,37.5,1.20000004768372,2.40000009536743,177,30.0000019073486,10,400,9,4.21999979019165,2,1,4,1,0
2,2004,37.5,1.20000004768372,2.40000009536743,178,30.0000019073486,10,400,9,4.30499982833862,2,1,4,1,0
13,1983,0,2.70000004768372,2.90000009536743,132,100,10,450,18,4.3899998664856,2,3,4,0,1
13,1984,12.5,2.70000004768372,2.90000009536743,133,100,10,450,18,4.21999979019165,2,3,3,0,1
13,1985,25,2.70000004768372,2.90000009536743,134,100,10,450,18,4.59999990463257,2,3,2,0,1
13,1986,12.5,2.70000004768372,2.90000009536743,135,100,10,450,18,4.53000020980835,2,3,1,0,1
13,1987,0,2.70000004768372,2.90000009536743,136,100,10,450,18,4.51000022888184,2,3,1,0,1
13,1988,0,2.70000004768372,2.90000009536743,137,100,10,450,18,4.61999988555908,2,3,2,0,1
13,1989,0,2.70000004768372,2.90000009536743,138,100,10,450,18,4.42999982833862,2,3,1,0,1
13,1990,0,2.70000004768372,2.90000009536743,139,100,10,450,18,4.13000011444092,2,3,1,0,1
13,1991,0,2.70000004768372,2.90000009536743,140,100,10,450,18,4.1100001335144,2,3,2,0,1
13,1992,0,2.70000004768372,2.90000009536743,141,100,10,450,18,4.32999992370605,2,3,2,0,1
13,1993,0,2.70000004768372,2.90000009536743,142,100,10,450,18,4.26999998092651,2,3,1,0,1
13,1994,0,2.70000004768372,2.90000009536743,143,70,10,450,18,4.17999982833862,2,3,2,0,1
13,1995,0,2.70000004768372,2.90000009536743,144,70,10,450,18,4.09000015258789,2,3,2,0,1
13,1996,12.5,2.70000004768372,2.90000009536743,145,70,10,450,18,4.16499996185303,2,3,1,0,1
13,1997,0,2.70000004768372,2.90000009536743,146,70,10,450,18,4.23999977111816,2,3,1,0,1
13,1998,0,2.70000004768372,2.90000009536743,147,70,10,450,18,4.32000017166138,2,3,2,0,1
13,1999,12.5,2.70000004768372,2.90000009536743,148,70,10,450,18,4.40000009536743,2,3,2,0,1
13,2000,0,2.70000004768372,2.90000009536743,149,70,10,450,18,4.28000020980835,2,3,2,0,1
13,2001,12.5,2.70000004768372,2.90000009536743,150,80,10,450,18,4.15999984741211,2,3,1,0,1
13,2002,12.5,2.70000004768372,2.90000009536743,151,80,10,450,18,4.25500011444092,2,3,2,0,1
13,2003,12.5,2.70000004768372,2.90000009536743,152,80,10,450,18,4.34999990463257,2,3,2,0,1
13,2004,12.5,2.70000004768372,2.90000009536743,153,90,10,450,18,4.21500015258789,2,3,2,0,1
9,1983,0,2.20000004768372,2.40000009536743,42,100,10,370,19,4.07999992370605,3,1,3,1,0
9,1984,0,2.20000004768372,2.40000009536743,43,100,10,370,19,4.01000022888184,3,1,3,1,0
9,1985,0,2.20000004768372,2.40000009536743,44,100,10,370,19,4.01000022888184,3,1,1,1,0
9,1986,0,2.20000004768372,2.40000009536743,45,100,10,370,19,3.84999990463257,3,1,1,1,0
9,1987,12.5,2.20000004768372,2.40000009536743,46,100,10,370,19,3.97000002861023,3,1,1,1,0
9,1988,12.5,2.20000004768372,2.40000009536743,47,100,10,370,19,3.64000010490417,3,1,1,1,0
9,1989,0,2.20000004768372,2.40000009536743,48,100,10,370,19,3.72000002861023,3,1,1,1,0
9,1990,0,2.20000004768372,2.40000009536743,49,100,10,370,19,3.90000009536743,3,1,1,1,0
9,1991,0,2.20000004768372,2.40000009536743,50,100,10,370,19,4.15000009536743,3,1,1,1,0
9,1992,0,2.20000004768372,2.40000009536743,51,100,10,370,19,3.96000003814697,3,1,2,1,0
9,1993,0,2.20000004768372,2.40000009536743,52,100,10,370,19,4.01999998092651,3,1,1,1,0
